"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,,,,
"ND Medicaid Professional Services Fee Schedule",,,,,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Telehealth Allowed","Modifier Required","Professional Rate","Technical Rate","General Rate","ASC Rate","NDC Required","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","Service Authorization Required","LCD/NCD","EVV","General Notes"
"27704","Removal of ankle implant","Professional","Yes",,"No",,,,"$613.09","$913.93","No","No","No","No","No","No",,,
"27705","Osteotomy tibia","Professional","Yes",,"No",,,,"$801.73","$2,563.05","No","No","No","No","No","No",,,
"27707","Osteotomy fibula","Professional","Yes",,"No",,,,"$445.45","$913.93","No","No","No","No","No","No",,,
"27709","Osteotomy tibia & fibula","Professional","Yes",,"No",,,,"$1,219.54","$4,991.59","No","No","No","No","No","No",,,
"27712","Osteot mlt relignmt imed rod","Professional","Yes",,"No",,,,"$1,180.12","Not Allowed","No","No","No","No","No","No",,,
"27713","Osteot tibia imed lngth dev","Professional","Yes",,"No",,,,"$1,842.21","Not Allowed","No","No","No","No","No","No",,,
"27715","Ostpl tibfib lngth/shrt","Professional","Yes",,"No",,,,"$1,146.22","Not Allowed","No","No","No","No","No","No",,,
"27720","Repair of tibia","Professional","Yes",,"No",,,,"$939.90","$2,688.22","No","No","No","No","No","No",,,
"27722","Repair/graft of tibia","Professional","Yes",,"No",,,,"$963.11","Not Allowed","No","No","No","No","No","No",,,
"27724","Repair/graft of tibia","Professional","Yes",,"No",,,,"$1,330.81","Not Allowed","No","No","No","No","No","No",,,
"27725","Repair of lower leg","Professional","Yes",,"No",,,,"$1,302.07","Not Allowed","No","No","No","No","No","No",,,
"27726","Repair fibula nonunion","Professional","Yes",,"No",,,,"$1,026.11","$2,743.44","No","No","No","No","No","No",,,
"27727","Repair of lower leg","Professional","Yes",,"No",,,,"$1,113.06","Not Allowed","No","No","No","No","No","No",,,
"27730","Repair of tibia epiphysis","Professional","Yes",,"No",,,,"$639.98","$1,158.37","No","No","No","No","No","No",,,
"27732","Repair of fibula epiphysis","Professional","Yes",,"No",,,,"$498.13","$913.93","No","No","No","No","No","No",,,
"27734","Repair lower leg epiphyses","Professional","Yes",,"No",,,,"$713.67","$913.93","No","No","No","No","No","No",,,
"27740","Repair of leg epiphyses","Professional","Yes",,"No",,,,"$766.36","$913.93","No","No","No","No","No","No",,,
"27742","Repair of leg epiphyses","Professional","Yes",,"No",,,,"$840.05","$913.93","No","No","No","No","No","No",,,
"27745","Reinforce tibia","Professional","Yes",,"No",,,,"$791.41","$2,757.65","No","No","No","No","No","No",,,
"27750","Treatment of tibia fracture","Professional","Yes",,"No",,,,"$393.13","$74.62","No","No","No","No","No","No",,,
"27752","Treatment of tibia fracture","Professional","Yes",,"No",,,,"$590.98","$485.15","No","No","No","No","No","No",,,
"27756","Treatment of tibia fracture","Professional","Yes",,"No",,,,"$641.46","$2,811.99","No","No","No","No","No","No",,,
"27758","Treatment of tibia fracture","Professional","Yes",,"No",,,,"$964.21","$5,151.24","No","No","No","No","No","No",,,
"27759","Treatment of tibia fracture","Professional","Yes",,"No",,,,"$1,067.74","$5,102.88","No","No","No","No","No","No",,,
"27760","Cltx medial ankle fx","Professional","Yes",,"No",,,,"$378.76","$74.62","No","No","No","No","No","No",,,
"27762","Cltx med ankle fx w/mnpj","Professional","Yes",,"No",,,,"$538.29","$485.15","No","No","No","No","No","No",,,
"27766","Optx medial ankle fx","Professional","Yes",,"No",,,,"$659.14","$2,031.87","No","No","No","No","No","No",,,
"27767","Cltx post ankle fx","Professional","Yes",,"No",,,,"$330.86","$74.62","No","No","No","No","No","No",,,
"27768","Cltx post ankle fx w/mnpj","Professional","Yes",,"No",,,,"$497.77","$485.15","No","No","No","No","No","No",,,
"27769","Optx post ankle fx","Professional","Yes",,"No",,,,"$784.04","$2,732.23","No","No","No","No","No","No",,,
"27780","Treatment of fibula fracture","Professional","Yes",,"No",,,,"$351.49","$74.62","No","No","No","No","No","No",,,
"27781","Treatment of fibula fracture","Professional","Yes",,"No",,,,"$490.03","$485.15","No","No","No","No","No","No",,,
"27784","Treatment of fibula fracture","Professional","Yes",,"No",,,,"$768.57","$2,031.87","No","No","No","No","No","No",,,
"27786","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$354.07","$74.62","No","No","No","No","No","No",,,
"27788","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$475.29","$74.62","No","No","No","No","No","No",,,
"27792","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$698.20","$2,660.00","No","No","No","No","No","No",,,
"27808","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$381.34","$74.62","No","No","No","No","No","No",,,
"27810","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$528.35","$485.15","No","No","No","No","No","No",,,
"27814","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$823.84","$2,643.34","No","No","No","No","No","No",,,
"27816","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$375.07","$74.62","No","No","No","No","No","No",,,
"27818","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$548.24","$485.15","No","No","No","No","No","No",,,
"27822","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$940.26","$2,667.01","No","No","No","No","No","No",,,
"27823","Treatment of ankle fracture","Professional","Yes",,"No",,,,"$1,057.06","$2,617.23","No","No","No","No","No","No",,,
"27824","Treat lower leg fracture","Professional","Yes",,"No",,,,"$355.55","$74.62","No","No","No","No","No","No",,,
"27825","Treat lower leg fracture","Professional","Yes",,"No",,,,"$603.88","$485.15","No","No","No","No","No","No",,,
"27826","Treat lower leg fracture","Professional","Yes",,"No",,,,"$920.37","$2,678.05","No","No","No","No","No","No",,,
"27827","Treat lower leg fracture","Professional","Yes",,"No",,,,"$1,203.70","$5,069.10","No","No","No","No","No","No",,,
"27828","Treat lower leg fracture","Professional","Yes",,"No",,,,"$1,417.03","$5,200.92","No","No","No","No","No","No",,,
"27829","Treat lower leg joint","Professional","Yes",,"No",,,,"$763.41","$2,767.46","No","No","No","No","No","No",,,
"27830","Treat lower leg dislocation","Professional","Yes",,"No",,,,"$438.08","$74.62","No","No","No","No","No","No",,,
"27831","Treat lower leg dislocation","Professional","Yes",,"No",,,,"$454.29","$913.93","No","No","No","No","No","No",,,
"27832","Treat lower leg dislocation","Professional","Yes",,"No",,,,"$821.63","$2,721.18","No","No","No","No","No","No",,,
"27840","Treat ankle dislocation","Professional","Yes",,"No",,,,"$428.13","$74.62","No","No","No","No","No","No",,,
"27842","Treat ankle dislocation","Professional","Yes",,"No",,,,"$539.03","$485.15","No","No","No","No","No","No",,,
"27846","Treat ankle dislocation","Professional","Yes",,"No",,,,"$781.83","$2,031.87","No","No","No","No","No","No",,,
"27848","Treat ankle dislocation","Professional","Yes",,"No",,,,"$857.00","$2,934.18","No","No","No","No","No","No",,,
"27860","Fixation of ankle joint","Professional","Yes",,"No",,,,"$178.69","$913.93","No","No","No","No","No","No",,,
"27870","Fusion of ankle joint open","Professional","Yes",,"No",,,,"$1,081.01","$5,549.70","No","No","No","No","No","No",,,
"27871","Fusion of tibiofibular joint","Professional","Yes",,"No",,,,"$743.88","$5,500.67","No","No","No","No","No","No",,,
"27880","Amputation of lower leg","Professional","Yes",,"No",,,,"$926.63","Not Allowed","No","No","No","No","No","No",,,
"27881","Amputation of lower leg","Professional","Yes",,"No",,,,"$863.26","Not Allowed","No","No","No","No","No","No",,,
"27882","Amputation of lower leg","Professional","Yes",,"No",,,,"$612.35","Not Allowed","No","No","No","No","No","No",,,
"27884","Amputation follow-up surgery","Professional","Yes",,"No",,,,"$608.30","$913.93","No","No","No","No","No","No",,,
"27886","Amputation follow-up surgery","Professional","Yes",,"No",,,,"$679.04","Not Allowed","No","No","No","No","No","No",,,
"27888","Amputation of foot at ankle","Professional","Yes",,"No",,,,"$587.66","Not Allowed","No","No","No","No","No","No",,,
"27889","Ankle disarticulation","Professional","Yes",,"No",,,,"$668.72","$2,031.87","No","No","No","No","No","No",,,
"27892","Decompression of leg","Professional","Yes",,"No",,,,"$579.93","$913.93","No","No","No","No","No","No",,,
"27893","Decompression of leg","Professional","Yes",,"No",,,,"$668.35","$2,031.87","No","No","No","No","No","No",,,
"27894","Decompression of leg","Professional","Yes",,"No",,,,"$868.42","$913.93","No","No","No","No","No","No",,,
"27899","Unlisted px leg/ankle","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"28001","Drainage of bursa of foot","Professional","Yes",,"No",,,,"$184.59","$93.09","No","No","No","No","No","No",,,
"28002","Treatment of foot infection","Professional","Yes",,"No",,,,"$264.17","$485.15","No","No","No","No","No","No",,,
"28003","Treatment of foot infection","Professional","Yes",,"No",,,,"$403.44","$913.93","No","No","No","No","No","No",,,
"28005","Treat foot bone lesion","Professional","Yes",,"No",,,,"$623.40","$913.93","No","No","No","No","No","No",,,
"28008","Incision of foot fascia","Professional","Yes",,"No",,,,"$464.24","$913.93","No","No","No","No","No","No",,,
"28010","Incision of toe tendon","Professional","Yes",,"No",,,,"$258.65","$124.54","No","No","No","No","No","No",,,
"28011","Incision of toe tendons","Professional","Yes",,"No",,,,"$348.55","$485.15","No","No","No","No","No","No",,,
"28020","Exploration of foot joint","Professional","Yes",,"No",,,,"$577.35","$913.93","No","No","No","No","No","No",,,
"28022","Exploration of foot joint","Professional","Yes",,"No",,,,"$527.61","$913.93","No","No","No","No","No","No",,,
"28024","Exploration of toe joint","Professional","Yes",,"No",,,,"$503.66","$485.15","No","No","No","No","No","No",,,
"28035","Decompression of tibia nerve","Professional","Yes",,"No",,,,"$577.72","$535.30","No","No","No","No","No","No",,,
"28039","Exc foot/toe tum sc > 1.5 cm","Professional","Yes",,"No",,,,"$510.29","$695.59","No","No","No","No","No","No",,,
"28041","Exc foot/toe tum dep 1.5cm/>","Professional","Yes",,"No",,,,"$490.03","$695.59","No","No","No","No","No","No",,,
"28043","Excision of foot lesion","Professional","Yes",,"No",,,,"$413.02","$409.91","No","No","No","No","No","No",,,
"28045","Exc foot/toe tum deep <1.5cm","Professional","Yes",,"No",,,,"$523.56","$695.59","No","No","No","No","No","No",,,
"28046","Resect foot/toe tumor < 3 cm","Professional","Yes",,"No",,,,"$765.25","$695.59","No","No","No","No","No","No",,,
"28047","Resect foot/toe tumor 3 cm/>","Professional","Yes",,"No",,,,"$1,110.85","$695.59","No","No","No","No","No","No",,,
"28050","Biopsy of foot joint lining","Professional","Yes",,"No",,,,"$451.71","$913.93","No","No","No","No","No","No",,,
"28052","Biopsy of foot joint lining","Professional","Yes",,"No",,,,"$422.23","$913.93","No","No","No","No","No","No",,,
"28054","Biopsy of toe joint lining","Professional","Yes",,"No",,,,"$397.92","$913.93","No","No","No","No","No","No",,,
"28055","Neurectomy, foot","Professional","Yes",,"No",,,,"$425.92","$535.30","No","No","No","No","No","No",,,
"28060","Partial removal foot fascia","Professional","Yes",,"No",,,,"$559.66","$913.93","No","No","No","No","No","No",,,
"28062","Removal of foot fascia","Professional","Yes",,"No",,,,"$633.72","$913.93","No","No","No","No","No","No",,,
"28070","Removal of foot joint lining","Professional","Yes",,"No",,,,"$553.40","$2,031.87","No","No","No","No","No","No",,,
"28072","Removal of foot joint lining","Professional","Yes",,"No",,,,"$531.29","$913.93","No","No","No","No","No","No",,,
"28080","Removal of foot lesion","Professional","Yes",,"No",,,,"$585.45","$485.15","No","No","No","No","No","No",,,
"28086","Excise foot tendon sheath","Professional","Yes",,"No",,,,"$561.14","$913.93","No","No","No","No","No","No",,,
"28088","Excise foot tendon sheath","Professional","Yes",,"No",,,,"$502.19","$913.93","No","No","No","No","No","No",,,
"28090","Removal of foot lesion","Professional","Yes",,"No",,,,"$504.40","$485.15","No","No","No","No","No","No",,,
"28092","Removal of toe lesions","Professional","Yes",,"No",,,,"$457.97","$485.15","No","No","No","No","No","No",,,
"28100","Removal of ankle/heel lesion","Professional","Yes",,"No",,,,"$665.04","$913.93","No","No","No","No","No","No",,,
"28102","Remove/graft foot lesion","Professional","Yes",,"No",,,,"$665.04","$2,914.02","No","No","No","No","No","No",,,
"28103","Remove/graft foot lesion","Professional","Yes",,"No",,,,"$424.81","$3,038.31","No","No","No","No","No","No",,,
"28104","Removal of foot lesion","Professional","Yes",,"No",,,,"$572.56","$913.93","No","No","No","No","No","No",,,
"28106","Remove/graft foot lesion","Professional","Yes",,"No",,,,"$467.18","$3,280.06","No","No","No","No","No","No",,,
"28107","Remove/graft foot lesion","Professional","Yes",,"No",,,,"$551.93","$2,031.87","No","No","No","No","No","No",,,
"28108","Removal of toe lesions","Professional","Yes",,"No",,,,"$472.34","$485.15","No","No","No","No","No","No",,,
"28110","Part removal of metatarsal","Professional","Yes",,"No",,,,"$502.55","$913.93","No","No","No","No","No","No",,,
"28111","Part removal of metatarsal","Professional","Yes",,"No",,,,"$512.50","$913.93","No","No","No","No","No","No",,,
"28112","Part removal of metatarsal","Professional","Yes",,"No",,,,"$522.45","$913.93","No","No","No","No","No","No",,,
"28113","Part removal of metatarsal","Professional","Yes",,"No",,,,"$636.67","$913.93","No","No","No","No","No","No",,,
"28114","Removal of metatarsal heads","Professional","Yes",,"No",,,,"$1,157.28","$913.93","No","No","No","No","No","No",,,
"28116","Revision of foot","Professional","Yes",,"No",,,,"$740.57","$913.93","No","No","No","No","No","No",,,
"28118","Removal of heel bone","Professional","Yes",,"No",,,,"$657.30","$913.93","No","No","No","No","No","No",,,
"28119","Removal of heel spur","Professional","Yes",,"No",,,,"$569.61","$913.93","No","No","No","No","No","No",,,
"28120","Part removal of ankle/heel","Professional","Yes",,"No",,,,"$723.99","$913.93","No","No","No","No","No","No",,,
"28122","Partial removal of foot bone","Professional","Yes",,"No",,,,"$642.56","$913.93","No","No","No","No","No","No",,,
"28124","Partial removal of toe","Professional","Yes",,"No",,,,"$519.13","$280.85","No","No","No","No","No","No",,,
"28126","Partial removal of toe","Professional","Yes",,"No",,,,"$421.50","$913.93","No","No","No","No","No","No",,,
"28130","Removal of ankle bone","Professional","Yes",,"No",,,,"$682.72","$2,575.32","No","No","No","No","No","No",,,
"28140","Removal of metatarsal","Professional","Yes",,"No",,,,"$609.03","$913.93","No","No","No","No","No","No",,,
"28150","Removal of toe","Professional","Yes",,"No",,,,"$452.82","$913.93","No","No","No","No","No","No",,,
"28153","Partial removal of toe","Professional","Yes",,"No",,,,"$436.97","$913.93","No","No","No","No","No","No",,,
"28160","Partial removal of toe","Professional","Yes",,"No",,,,"$442.50","$913.93","No","No","No","No","No","No",,,
"28171","Resect tarsal tumor","Professional","Yes",,"No",,,,"$1,180.12","$913.93","No","No","No","No","No","No",,,
"28173","Resect metatarsal tumor","Professional","Yes",,"No",,,,"$786.26","$913.93","No","No","No","No","No","No",,,
"28175","Resect phalanx of toe tumor","Professional","Yes",,"No",,,,"$513.24","$485.15","No","No","No","No","No","No",,,
"28190","Removal of foot foreign body","Professional","Yes",,"No",,,,"$258.28","$155.67","No","No","No","No","No","No",,,
"28192","Removal of foot foreign body","Professional","Yes",,"No",,,,"$497.03","$409.91","No","No","No","No","No","No",,,
"28193","Removal of foot foreign body","Professional","Yes",,"No",,,,"$563.72","$409.91","No","No","No","No","No","No",,,
"28200","Repair of foot tendon","Professional","Yes",,"No",,,,"$535.71","$913.93","No","No","No","No","No","No",,,
"28202","Repair/graft of foot tendon","Professional","Yes",,"No",,,,"$652.88","$2,738.36","No","No","No","No","No","No",,,
"28208","Repair of foot tendon","Professional","Yes",,"No",,,,"$522.45","$913.93","No","No","No","No","No","No",,,
"28210","Repair/graft of foot tendon","Professional","Yes",,"No",,,,"$635.19","$2,800.25","No","No","No","No","No","No",,,
"28220","Release of foot tendon","Professional","Yes",,"No",,,,"$485.24","$262.42","No","No","No","No","No","No",,,
"28222","Release of foot tendons","Professional","Yes",,"No",,,,"$581.03","$913.93","No","No","No","No","No","No",,,
"28225","Release of foot tendon","Professional","Yes",,"No",,,,"$448.76","$913.93","No","No","No","No","No","No",,,
"28226","Release of foot tendons","Professional","Yes",,"No",,,,"$666.51","$913.93","No","No","No","No","No","No",,,
"28230","Incision of foot tendon(s)","Professional","Yes",,"No",,,,"$469.03","$258.93","No","No","No","No","No","No",,,
