"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,
"ND Medicaid Durable Medical Equipment Services Fee Schedule",,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Modifier Required","Rental Rate","General Rate","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","DME ICF Responsibility","DME NF Responsibility","DME SB Responsibility","Service Authorization Required","General Notes"
"A4432","Os pch urine w bar/fange/tap","DME-Purchase","Yes",,,,"$6.21","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A4433","Urine ost pch bar w lock fln","DME-Purchase","Yes",,,,"$5.58","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A4434","Ost pch urine w lock flng/ft","DME-Purchase","Yes",,,,"$6.30","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A4436","Irr supply sleev reus per mo","DME-Purchase","Yes",,,,"$30.16","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","4 units allowed every month"
"A4437","Irr supply sleev disp per mo","DME-Purchase","Yes",,,,"$30.16","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","31 units allowed every month"
"A4450","Non-waterproof tape","DME-Purchase","Yes",,,,"$0.15","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","40 units allowed every month"
"A4452","Waterproof tape","DME-Purchase","Yes",,,,"$0.64","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","40 units allowed every month"
"A4455","Adhesive remover per ounce","DME-Purchase","Yes",,,,"$2.67","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","8 units allowed every month"
"A4456","Adhesive remover, wipes","DME-Purchase","Yes",,,,"$0.32","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","50 units allowed every month"
"A4481","Tracheostoma filter","DME-Purchase","Yes",,,,"$0.66","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","31 units allowed every month"
"A4483","Moisture exchanger","DME-Purchase","Yes",,,,"$5.95","No","No","No","Yes","No","No","No","Yes, for purchase","31 units allowed every month"
"A4520","Incontinence garment anytype","DME-Purchase","Yes",,,,"$0.97","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No, if less than 200","Service authorization required for over 200 units in a month"
"A4554","Disposable underpads","DME-Purchase","Yes",,,,"$0.72","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No, if less than 70","Service authorization required for over 70 units in a month"
"A4556","Electrodes, pair","DME-Purchase","Yes",,,,"$17.38","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every month"
"A4557","Lead wires, pair","DME-Purchase","Yes",,,,"$32.29","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every year"
"A4558","Conductive gel or paste","DME-Purchase","Yes",,,,"$6.76","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"A4561","Pessary rubber, any type","DME-Purchase","Yes",,,,"$32.03","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","4 units allowed every year"
"A4562","Pessary, non rubber,any type","DME-Purchase","Yes",,,,"$79.70","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","4 units allowed every year"
"A4565","Slings","DME-Purchase","Yes",,,,"$11.19","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every year"
"A4570","Splint","DME-Purchase","Yes",,,,"$12.05","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every year"
"A4595","TENS suppl 2 lead per month","DME-Purchase","Yes",,,,"$47.81","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every month"
"A4604","Tubing with heating element","DME-Purchase","Yes",,,,"$93.74","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 3 months"
"A4605","Trach suction cath close sys","DME-Purchase","Yes",,,,"$26.02","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A4606","Oxygen probe used w oximeter","DME-Purchase","Yes",,,,"$50.34","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"A4608","Transtracheal oxygen cath","DME-Purchase","Yes",,,,"$100.25","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 3 months"
"A4611","Heavy duty battery","DME-Purchase","Yes",,,,"$323.77","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"A4612","Battery cables","DME-Purchase","Yes",,,,"$109.66","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"A4613","Battery charger","DME-Purchase","Yes",,,,"$193.43","No","No","No","Yes","No","No","No","No","1 unit allowed every 5 years"
"A4614","Hand-held PEFR meter","DME-Purchase","Yes",,,,"$42.22","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 6 months"
"A4615","Cannula nasal","DME-Purchase","Yes",,,,"$2.85","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","6 units allowed every month"
"A4616","Tubing (oxygen) per foot","DME-Purchase","Yes",,,,"$0.38","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every year"
"A4617","Mouth piece","DME-Purchase","Yes",,,,"$6.18","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","12 units allowed every year"
"A4618","Breathing circuits","DME-Purchase","Yes",,,,"$11.21","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A4619","Face tent","DME-Purchase","Yes",,,,"$2.09","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","12 units allowed every year"
"A4620","Variable concentration mask","DME-Purchase","Yes",,,,"$7.51","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","12 units allowed every year"
"A4623","Tracheostomy inner cannula","DME-Purchase","Yes",,,,"$11.29","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","35 units allowed every month"
"A4624","Tracheal suction tube","DME-Purchase","Yes",,,,"$4.08","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","12 units allowed every month"
"A4625","Trach care kit for new trach","DME-Purchase","Yes",,,,"$10.53","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"A4626","Tracheostomy cleaning brush","DME-Purchase","Yes",,,,"$5.07","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every month"
"A4627","Spacer bag/reservoir","DME-Purchase","Yes",,,,"$44.12","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","8 units allowed every year"
"A4628","Oropharyngeal suction cath","DME-Purchase","Yes",,,,"$6.32","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","12 units allowed every month"
"A4629","Tracheostomy care kit","DME-Purchase","Yes",,,,"$7.97","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","31 units allowed every month"
"A4630","Repl bat t.e.n.s. own by pt","DME-Purchase","Yes",,,,"$8.77","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every 6 months"
"A4634","Replacement bulb th lightbox","DME-Purchase","Yes",,,,"$41.48","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every year"
"A4635","Underarm crutch pad","DME-Purchase","Yes",,,,"$6.86","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every year"
"A4636","Handgrip for cane etc","DME-Purchase","Yes",,,,"$5.98","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","4 units allowed every year"
"A4637","Repl tip cane/crutch/walker","DME-Purchase","Yes",,,,"$3.27","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","4 units allowed every year"
"A4640","Alternating pressure pad","DME-Purchase","Yes",,,,"$95.73","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every year"
"A4660","Sphyg/bp app w cuff and stet","DME-Purchase","Yes",,,,"$52.39","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"A4663","Dialysis blood pressure cuff","DME-Purchase","Yes",,,,"$37.92","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"A4670","Automatic bp monitor, dial","DME-Purchase","Yes",,,,"$52.33","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 5 years"
"A5051","Pouch clsd w barr attached","DME-Purchase","Yes",,,,"$3.55","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every month"
"A5052","Clsd ostomy pouch w/o barr","DME-Purchase","Yes",,,,"$2.57","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every month"
"A5053","Clsd ostomy pouch faceplate","DME-Purchase","Yes",,,,"$2.79","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every month"
"A5054","Clsd ostomy pouch w/flange","DME-Purchase","Yes",,,,"$3.12","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every month"
"A5055","Stoma cap","DME-Purchase","Yes",,,,"$2.64","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","31 units allowed every month"
"A5056","1 pc ost pouch w filter","DME-Purchase","Yes",,,,"$4.99","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5057","1 pc ost pou w built-in conv","DME-Purchase","Yes",,,,"$10.28","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5061","Pouch drainable w barrier at","DME-Purchase","Yes",,,,"$6.07","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5062","Drnble ostomy pouch w/o barr","DME-Purchase","Yes",,,,"$3.62","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5063","Drain ostomy pouch w/flange","DME-Purchase","Yes",,,,"$4.64","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5071","Urinary pouch w/barrier","DME-Purchase","Yes",,,,"$10.37","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5072","Urinary pouch w/o barrier","DME-Purchase","Yes",,,,"$5.89","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5073","Urinary pouch on barr w/flng","DME-Purchase","Yes",,,,"$5.41","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5081","Stoma plug or seal, any type","DME-Purchase","Yes",,,,"$5.14","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","31 units allowed every month"
"A5082","Continent stoma catheter","DME-Purchase","Yes",,,,"$20.51","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"A5093","Ostomy accessory convex inse","DME-Purchase","Yes",,,,"$3.35","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","10 units allowed every month"
"A5102","Bedside drain btl w/wo tube","DME-Purchase","Yes",,,,"$38.64","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every 3 months"
"A5105","Urinary suspensory","DME-Purchase","Yes",,,,"$69.81","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","3 units allowed every month"
"A5112","Urinary leg bag","DME-Purchase","Yes",,,,"$59.00","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"A5113","Latex leg strap","DME-Purchase","Yes",,,,"$7.32","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"A5114","Foam/fabric leg strap","DME-Purchase","Yes",,,,"$15.44","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","2 units allowed every month"
"A5120","Skin barrier, wipe or swab","DME-Purchase","Yes",,,,"$0.40","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5121","Solid skin barrier 6x6","DME-Purchase","Yes",,,,"$12.65","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5122","Solid skin barrier 8x8","DME-Purchase","Yes",,,,"$22.16","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5126","Disk/foam pad +or- adhesive","DME-Purchase","Yes",,,,"$2.15","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","20 units allowed every month"
"A5131","Appliance cleaner","DME-Purchase","Yes",,,,"$23.97","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","1 unit allowed every month"
"A5200","Percutaneous catheter anchor","DME-Purchase","Yes",,,,"$18.99","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","3 units allowed every month"
"A5500","Diab shoe for density insert","DME-Purchase","Yes",,,,"$102.22","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A5501","Diabetic custom molded shoe","DME-Purchase","Yes",,,,"$298.63","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A5503","Diabetic shoe w/roller/rockr","DME-Purchase","Yes",,,,"$44.28","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A5504","Diabetic shoe with wedge","DME-Purchase","Yes",,,,"$44.28","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A5505","Diab shoe w/metatarsal bar","DME-Purchase","Yes",,,,"$45.51","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A5506","Diabetic shoe w/off set heel","DME-Purchase","Yes",,,,"$45.51","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A5507","Modification diabetic shoe","DME-Purchase","Yes",,,,"$45.51","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A5512","Multi den insert direct form","DME-Purchase","Yes",,,,"$30.20","No","No","No","Yes","No","No","No","No","6 units allowed every year"
"A5513","Multi den insert custom mold","DME-Purchase","Yes",,,,"$60.38","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"A6010","Collagen based wound filler","DME-Purchase","Yes",,,,"$53.35","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","31 units allowed every month"
"A6011","Collagen gel/paste wound fil","DME-Purchase","Yes",,,,"$3.93","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","30 units allowed every month"
"A6021","Collagen dressing &lt;=16 sq in","DME-Purchase","Yes",,,,"$36.19","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","10 units allowed every month"
"A6022","Collagen drsg>6&lt;=48 sq in","DME-Purchase","Yes",,,,"$36.20","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","10 units allowed every month"
"A6023","Collagen dressing >48 sq in","DME-Purchase","Yes",,,,"$328.03","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","10 units allowed every month"
"A6024","Collagen dsg wound filler","DME-Purchase","Yes",,,,"$10.63","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","10 units allowed every month"
"A6154","Wound pouch each","DME-Purchase","Yes",,,,"$24.77","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6196","Alginate dressing &lt;=16 sq in","DME-Purchase","Yes",,,,"$12.66","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","35 units allowed every month"
"A6197","Alginate drsg >16 &lt;=48 sq in","DME-Purchase","Yes",,,,"$28.34","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","35 units allowed every month"
"A6199","Alginate drsg wound filler","DME-Purchase","Yes",,,,"$9.13","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","35 units allowed every month"
"A6203","Composite drsg &lt;= 16 sq in","DME-Purchase","Yes",,,,"$5.79","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6204","Composite drsg >16&lt;=48 sq in","DME-Purchase","Yes",,,,"$10.76","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6207","Contact layer >16&lt;= 48 sq in","DME-Purchase","Yes",,,,"$12.65","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6209","Foam drsg &lt;=16 sq in w/o bdr","DME-Purchase","Yes",,,,"$12.88","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6210","Foam drg >16&lt;=48 sq in w/o b","DME-Purchase","Yes",,,,"$33.28","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6211","Foam drg > 48 sq in w/o brdr","DME-Purchase","Yes",,,,"$50.64","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6212","Foam drg &lt;=16 sq in w/border","DME-Purchase","Yes",,,,"$16.73","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6213","Foam drg >16&lt;=48 sq in w/bdr","DME-Purchase","Yes",,,,"$9.15","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6214","Foam drg > 48 sq in w/border","DME-Purchase","Yes",,,,"$17.73","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","15 units allowed every month"
"A6216","Non-sterile gauze&lt;=16 sq in","DME-Purchase","Yes",,,,"$0.06","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every month"
"A6219","Gauze &lt;= 16 sq in w/border","DME-Purchase","Yes",,,,"$1.66","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every month"
"A6220","Gauze >16 &lt;=48 sq in w/bordr","DME-Purchase","Yes",,,,"$4.46","No","No","No","Yes","Yes, for purchase","Yes, for purchase","Yes, for purchase","No","60 units allowed every month"
